Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
23/07/2021,"73 CLUAIN CRAOIBH, KINNEGAD, WESTMEATH",,Westmeath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2021,"HOWTH VIEW, CHANNEL RD, RUSH",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2013,"182 Lambeecher  Bath Road, Balbriggan",,Dublin,"€57,750.00",Yes,No,Second-Hand Dwelling house /Apartment,
02/07/2015,"Parochial House, Slane",,Meath,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2016,"82 The Forum, Ballymoss Road, Sandyford Dublin 18",Dublin 18,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2013,"6 Carrick Terrace, Rialto",Dublin 8,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2015,"ARDCARNEY, RUAN, ENNIS",,Clare,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2014,"190 THE GEORGE, CHARLOTTE QUAY, RINGSEND RD DUBLIN 4",Dublin 4,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2014,"108 SUNDRIVE RD, CRUMLIN, DUBLIN",Dublin 12,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2012,"'Lisheen', No 45 Bushy Park Road, Dublin 6",,Dublin,"€1,460,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2014,"32 Station Court, Portarlington",,Laois,"€96,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2015,"18 COOLBAWN COURT, MIDLETON, CORK",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2014,"55 WHITEBROOK PARK, SPRINGFIELD, TALLAGHT",Dublin 24,Dublin,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"26 Silken Park Avenue, Citywest",Dublin 24,Dublin,"€266,079.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/06/2011,"32 Ballygarth Manor, Julianstown",,Meath,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"49 ABHAINN MOR, COLLOONEY, SLIGO",,Sligo,"€152,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2019,"APT 4 THE WILLOWS, BALLINDERRY, MULLINGAR",,Westmeath,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2012,"15 Ard Abhainn, Knockraha",,Cork,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2021,"19 PARK TERRACE, MEATH ST, DUBLIN 8",Dublin 8,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2021,"BEACH LANE, THE BURROW, PORTRANE",,Dublin,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2015,"BALLYKEEL SOUTH, KILFENORA, ENNIS",,Clare,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2014,"2 RATHGAEL, DEANSRATH, WESTBOURNE RISE DUBLIN 22",Dublin 22,Dublin,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"39 EARLSFORT MEADOWS, LUCAN, DUBLIN",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2018,"JESSBROOK, MUCKLON, ENFIELD",,Kildare,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2020,"RATH, ARDEE RD, DUNDALK",,Louth,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2020,"37 THE RISE, INSE BAY, LAYTOWN",,Meath,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2014,"CLONEEN, CRETTYARD, VIA CARLOW",,Kilkenny,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2015,"CARRICKACROY, CROSSERLOUGH, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2017,"BALLYKNOCK, BALLYCASTLE, MAYO",,Mayo,"€10,411.85",Yes,No,Second-Hand Dwelling house /Apartment,
19/09/2018,"11 WILLSBROOK, DOORADOYLE, LIMERICK",,Limerick,"€159,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2020,"APT 20, KIRKWOOD, PARK AVE",Dublin 4,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"120 ARDILAUN, CARRICKHILL RD, PORTMARNOCK",Dublin 13,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2018,"24 THE BRAMBLINGS, KILLESTER AVENUE, DUBLIN 5",Dublin 5,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2010,"140 Vernon Avenue, clontarf, dublin 3",,Dublin,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2020,"APT 57, THE STEEPLES, MULGRAVE ST",,Limerick,"€136,666.68",No,No,Second-Hand Dwelling house /Apartment,
08/07/2019,"57 SEAFIELD ROAD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€1,595,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2014,"15 WILLIAMSONS PLACE, DUNDALK, LOUTH",,Louth,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2019,"26 DERRYGREENAGH PARK, ROCHFORTBRIDGE, MULLINGAR",,Westmeath,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"10 BENDAMEER PARK, MAGAZINE RD, CORK",,Cork,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2016,"126 COLLEGE VIEW, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,"€89,207.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"142 Glen Dara, Bishop O'Donnell Road",,Galway,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2019,"RATHCOOL, SCHULL, CORK",,Cork,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"1 Cloonlara Square, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/11/2021,"QUIRKES, FILANE WEST, CASTLETOWNBERE",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2015,"34 OldeMill Stone, Killala Road, Ballina",,Mayo,"€79,295.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
13/07/2015,"Apartment 19  Grand Canal Wharf, South Docks Road, Ringsend",Dublin 4,Dublin,"€337,490.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2016,"APT 3, 24 SOUTH GREAT GEORGES ST, DUBLIN 2",Dublin 2,Dublin,"€270,850.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2015,"56  57  59  60 Ivy Grove, Knockbeg West, Collooney",,Sligo,"€595,060.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/12/2021,"21 The Green, Bellingsfield, Naas",,Kildare,"€374,449.34",No,Yes,New Dwelling house /Apartment,
27/07/2012,"13 Hazlewood, Coosan, Athlone",,Westmeath,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2017,"7 THE DRIVE, GRAIGAVERN LODGE, BALLYBRITTAS",,Laois,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2021,"4 COILL MHARA, CAPPAGH RD, GALWAY",,Galway,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2020,"LISMARA, LEOPARDSTOWN RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,"€320,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
27/06/2016,"18 Lyndhurst, Herbert Road, Bray",,Wicklow,"€405,386.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/04/2017,"36 ORIEL PARK, EMYVALE, MONAGHAN",,Monaghan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2012,"34 Grange Manor Drive, Rathfarnham, Dublin16",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"COLLIER'S LANE, KILMINCHY, PORTLAOISE",,Laois,"€170,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/04/2016,"BARRACK ST, TALLOW, WATERFORD",,Waterford,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2019,"101 DOORADOYLE PARK, DOORADOYLE, LIMERICK",,Limerick,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2017,"BALLYNEALE, CLONEA POWER, CARRICK ON SUIR",,Waterford,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"8 GORTBOY, KILMALLOCK, CO LIMERICK",,Limerick,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2010,"418 Pearse Villas, Sallynoggin, Dun Laoghaire",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2020,"APT.1-10 COURT KEEP, BARRACK STREET, TULLOW",,Carlow,"€1,604,750.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"6 Manor Brook, Adare, Co Limerick",,Limerick,"€361,233.48",No,Yes,New Dwelling house /Apartment,
13/05/2019,"28 CRANNAGH RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2012,"Frenchfort, Oranbeg, Oranmore",,Galway,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2021,"11 UPPER FRIAR ST, CASHEL, TIPPERARY",,Tipperary,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"35 Downview, Farranlea Road",,Cork,"€156,380.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2011,"8 NEW ROAD, Galway",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2015,"11 STRALEM COURT, ONGAR WOOD, DUBLIN 15",,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2015,"19 HEATHFIELD PARK, CAPPAGH ROAD, FINGLAS",Dublin 11,Dublin,"€198,193.82",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
25/10/2013,"8 Glenbrook Lawn, Mount Kennedy Town Centre, Newtownmountkennedy",,Wicklow,"€132,158.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/10/2010,"Apartment 2 Old Moores, Kilkee",,Clare,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2010,"Knocknadulla, Kiltullagh, Athenry",,Galway,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2021,"49 Rampart Road, Cathedral View, Dundalk",,Louth,"€210,000.00",No,Yes,New Dwelling house /Apartment,
26/11/2014,"36 Glebe Manor, Whitegate",,Cork,"€52,862.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/05/2021,"19 GORT NA RI, GORT RD, ENNIS",,Clare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"55 The Green, clonattin village, gorey",,Wexford,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2018,"3 CHAPEL GROVE, CHAPELGATE, BALBRIGGAN",,Dublin,"€200,794.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2011,"Forth View, Baldwinstown, Wexford",,Wexford,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2012,"Lismacrory, Ballingarry, Roscrea",,Tipperary,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2010,"21 The Croft, Parc na Silla, Loughlinstown",,Dublin,"€180,616.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/01/2017,"DRUMDART, ESLINBRIDGE, CARRICK ON SHANNON",,Leitrim,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"33 BARRETTS TERRACE, GURRANEBRAHER, CORK",,Cork,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2014,"68 The View, Five Oaks, DROGHEDA",,Louth,"€150,510.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/10/2015,"18 ELLEN ST, LIMERICK, LIMERICK",,Limerick,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2020,"STRANGFORD, MANOR AVE, GREYSTONES",,Wicklow,"€1,395,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2021,"23 BALLYOWEN AVE, LUCAN, DUBLIN",,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2019,"10 Caragh Court, NAAS",,Kildare,"€493,400.00",No,Yes,New Dwelling house /Apartment,
28/08/2019,"26 The Close, Mount Hamilton, Dundalk",,Louth,"€215,000.00",No,Yes,New Dwelling house /Apartment,
26/11/2019,"41 DAISYHILL MANOR, MULLAGHDUFF, BALLYCONNELL",,Cavan,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"7 NINETY EIGHT ST, SKIBBEREEN, CORK",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2019,"113 AN CAISLEAN WAY, BALLINCOLLIG, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2018,"2 ASHFIELD, QUINAGH, CARLOW",,Carlow,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2016,"42 ARD NA GREINE, WATERFORD",,Waterford,"€68,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/08/2021,"245 Dundoogan, Haynestown, Dundalk",,Louth,"€237,842.00",No,Yes,New Dwelling house /Apartment,
19/12/2019,"HIGH STREET, BALLINAMORE, COUNTY LEITRIM",,Leitrim,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2013,"25 Delbrook Park, Ballinteer",Dublin 16,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2017,"31 PARKER HOUSE, MYRTLE COURT, BALDOYLE DUBLIN 13",Dublin 13,Dublin,"€197,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2015,"1 AN SEAN BHAILE, BELLAGHY, SEAN BHAILE",,Sligo,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"41 ADARE AVE, COOLOCK, DUBLIN 17",Dublin 17,Dublin,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/04/2020,"Apartment 4, The Friary, Church Road",,Wicklow,"€226,153.00",No,Yes,New Dwelling house /Apartment,
07/11/2016,"DUNAGROGUE, KILLIMER, CO CLARE",,Clare,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2013,"1 SHORE ROAD, DOOAGH, ACHILL",,Mayo,"€73,270.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/01/2017,"11 THE BOULEVARD, BURKEEN, FRIARS HILL",,Wicklow,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2018,"8 THE PARK AVE, STRANDHILL RD, SLIGO",,Sligo,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2016,"19 WOODBERRY HEIGHTS, CASTLEREDMOND, MIDLETON",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2021,"GILBERTSTOWN, LONGWOOD, COUNTY MEATH",,Meath,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2018,"20 DORIS ST, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2013,"2 Ballyowen Court, Lucan",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2021,"LISBUNNY, NENAGH, TIPPERARY",,Tipperary,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2014,"2 Averard East, Taylors Hill, Galway",,Galway,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2011,"Grove View, Glosha Road, Rathdowney",,Laois,"€96,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2020,"18 THE PINES SEA ROAD, ARKLOW, WICKLOW",,Wicklow,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2021,"105 BLACKDITCH ROAD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€177,800.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"24 SLADE CASTLE COURT, SAGGART, CO DUBLIN",,Dublin,"€156,828.19",No,Yes,New Dwelling house /Apartment,
31/07/2015,"33 CLUAIN MHOR, TRAMORE, WATERFORD",,Waterford,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2014,"60 ROWAN DR, CASTLEBAR, MAYO",,Mayo,"€49,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2016,"11 CRYSTAL FOUNTAIN, BALLYSEEDY, TRALEE",,Kerry,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2013,"13 Houses at Cooline Drive, Cobh",,Cork,"€1,511,011.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/06/2017,"20 SEACOURT, DUBLIN 3, DUBLIN",Dublin 3,Dublin,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2017,"Ballinastraw, Avoca",,Wicklow,"€200,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/03/2016,"45 FIONNUISCE, DOUGHISKA, GALWAY",,Galway,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2016,"9 STEPHENS COURT TOWNHOUSES, NEW ROSS, WEXFORD",,Wexford,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2017,"GROVE HOUSE, BALLINTOGHER, COUNTY SLIGO",,Sligo,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2017,"31 REESK CRESCENT, COMMONS RD, NAVAN",,Meath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2019,"KILLAHA WEST, KENMARE, CO KERRY",,Kerry,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2015,"MAXOL SITE, PRIESTOWN, KILBRIDE",,Meath,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2020,"7 THE KNOLL, CASHEL DOWNS, KILKENNY",,Kilkenny,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"3 Lyreen Place, Mariavilla, Maynooth",,Kildare,"€422,906.00",No,Yes,New Dwelling house /Apartment,
14/09/2020,"FERTIANA, HOLYCROSS, THURLES",,Tipperary,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"118 Kylemore, Old Schoolhouse Road, Castletroy",,Limerick,"€250,771.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/10/2020,"80 CARRAIG OSCAIR, NAAS, KILDARE",,Kildare,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2021,"33 GARDEN VILLAGE DR, KILPEDDER, WICKLOW",,Wicklow,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2014,"MONBEG, BALLINDAGGIN, ENNISCORTHY",,Wexford,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2016,"55 LEAS NA MARA, BALLYMONEEN RD, GALWAY",,Galway,"€80,664.22",No,No,Second-Hand Dwelling house /Apartment,
27/10/2016,"THE MEWS, REAR BEECHVIEW COURT, BURNABY ROAD GREYSTONES",,Wicklow,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2015,"13 THE LAWN, MOUNTMASSEY, MACROOM",,Cork,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2019,"5 BALLYRANDLE, BALLINROAD, DUNGARVAN",,Waterford,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2015,"85 ROS ARD, KNOCKNACARRA, CAPPAGH RD",,Galway,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2015,"CLOONAUGH, DRUMLISH, CO LONGFORD",,Longford,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2011,"Pairc na Fana, Union Hall",,Cork,"€200,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/05/2018,"15 COIS ABHAINN, COLLOONEY, SLIGO",,Sligo,"€70,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2014,"25 PEBBLE LAWN, PEBBLE BEACH, TRAMORE",,Waterford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2017,"3 SEAFIELD DR, BLACKROCK, DUBLIN",,Dublin,"€665,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2015,"23 TONE AVE, MERVUE, GALWAY",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"15 RIOCHT NA SI, BALLYGAWLEY, SLIGO",,Sligo,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"5 Laharran Way, Manor Farm, Lehenaghbeg",,Cork,"€279,951.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
11/03/2019,"88 ALLENVIEW HEIGHTS, NEWBRIDGE, KILDARE",,Kildare,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2018,"DERRINLOUGH, FIVEALLEY, BIRR",,Offaly,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"12 WILTON LAWNS, SANDY LANE, PORTARLINGTON",,Laois,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"RAITH, BARNACARROLL, CLAREMORRIS",,Mayo,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2014,"33 SILVERGLEN, MOUNTMELLICK, LAOIS",,Laois,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2020,"KILLOLUAIGH, PORTMAGEE, KERRY",,Kerry,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2013,"8 COPLEY PLACE, CORK",,Cork,"€113,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2013,"20 ELM COURT, THE PARK, KILLARNEY",,Kerry,"€154,570.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2012,"74, CHILDERS HEIGHTS, BALLINA",,Mayo,"€109,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2021,"BALLYHIGHLAND, CAIM ENNISCORTHY, WEXFORD",,Wexford,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2018,"17 ROS NA HINSE, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2019,"37 Dunville Avenue, Dunville, Athlumney",,Meath,"€232,599.00",No,Yes,New Dwelling house /Apartment,
22/10/2018,"6 MOUNT VIEW TERRACE, BALLYHOOLY RD, ST LUKES",,Cork,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2018,"34C LANSDOWNE VALLEY APARTMENTS, DRIMNAGH, DUBLIN 12",,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2013,"Theur, Riverstown, Co. Sligo.",,Sligo,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
