Date_of_Sale,Postal_Code,County,Price_€_VAT_incl,Description_of_Property,Property_Size_Description,Month_of_Sale,Quarter_of_Sale
2019-10-03,unknown,Cavan,97500.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-06-25,dublin 15,Dublin,295000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-03-04,unknown,Dublin,313300.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2017-05-30,unknown,Carlow,100000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2016-04-15,unknown,Wicklow,190000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2015-10-12,unknown,Limerick,130000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2013-03-12,unknown,Dublin,75000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-07-05,dublin 18,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2013-12-20,dublin 16,Dublin,420000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-10-29,unknown,Wexford,290000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-09-18,unknown,Dublin,348018.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-02-13,unknown,Kildare,375000.0,New Dwelling house /Apartment,unknown,February,1
2018-04-23,dublin 22,Dublin,275000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2016-10-19,unknown,Kildare,218000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2017-01-10,unknown,Louth,370000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2020-07-31,unknown,Dublin,1390400.0,New Dwelling house /Apartment,unknown,July,3
2015-05-06,dublin 9,Dublin,152746.0,New Dwelling house /Apartment,38 - 125,May,2
2015-09-07,unknown,Cork,47000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2016-10-11,unknown,Kerry,244000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-12-08,unknown,Roscommon,325000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-03-10,unknown,Mayo,365000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-03-19,dublin 12,Dublin,370000.0,New Dwelling house /Apartment,unknown,March,1
2020-07-13,unknown,Kildare,314962.0,New Dwelling house /Apartment,unknown,July,3
2016-10-25,dublin 15,Dublin,200000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-08-05,unknown,Dublin,203000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2021-07-26,dublin 6,Dublin,1111000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-09-26,unknown,Kerry,133000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-09-01,dublin 3,Dublin,567500.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2016-11-30,dublin 3,Dublin,675000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2020-01-06,unknown,Kildare,350000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2018-08-09,dublin 3,Dublin,425000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2015-10-09,unknown,Wicklow,325000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-06-03,unknown,Waterford,213000.0,New Dwelling house /Apartment,>= 125,June,2
2017-12-12,unknown,Dublin,215000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-06-08,unknown,Cork,211000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-10-22,dublin 1,Dublin,190000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-06-01,unknown,Wicklow,370000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2012-07-27,unknown,Wicklow,312000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2019-05-22,unknown,Cork,120000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2020-10-21,dublin 15,Dublin,310000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2018-08-30,unknown,Dublin,289624.0,New Dwelling house /Apartment,>= 125,August,3
2016-03-30,unknown,Galway,60000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2012-02-22,unknown,Cork,37500.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2014-09-25,dublin 24,Dublin,270000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-03-20,unknown,Cork,784999.0,New Dwelling house /Apartment,unknown,March,1
2015-08-28,dublin 6w,Dublin,665000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2021-03-31,unknown,Longford,110000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2020-08-25,unknown,Meath,315000.0,New Dwelling house /Apartment,unknown,August,3
2018-12-20,unknown,Cavan,210000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2012-12-11,unknown,Cork,112000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-10-19,unknown,Dublin,355000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-10-30,unknown,Westmeath,50000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-09-02,dublin 1,Dublin,340000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2010-12-23,unknown,Dublin,270000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-10-07,dublin 18,Dublin,327479.0,New Dwelling house /Apartment,38 - 125,October,4
2016-03-16,unknown,Cork,90000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-04-12,unknown,Cavan,65000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2020-10-23,unknown,Cork,370000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-12-10,unknown,Dublin,740000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2020-02-19,dublin 18,Dublin,390001.0,New Dwelling house /Apartment,unknown,February,1
2018-12-17,unknown,Tipperary,1000000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-08-26,unknown,Meath,155000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-06-24,dublin 14,Dublin,550000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2010-01-14,dublin 15,Dublin,240000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2017-07-26,unknown,Carlow,169000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-12-23,unknown,Dublin,182000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2020-09-08,unknown,Wexford,180000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-11-27,unknown,Kildare,300000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-11-26,unknown,Dublin,450000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2014-10-06,dublin 11,Dublin,226434.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-12-04,unknown,Donegal,237500.0,New Dwelling house /Apartment,unknown,December,4
2020-09-11,unknown,Mayo,95000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-09-03,unknown,Westmeath,23858.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2014-09-01,unknown,Waterford,38000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-07-30,unknown,Limerick,179330.0,New Dwelling house /Apartment,unknown,July,3
2015-03-25,unknown,Galway,155000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2012-01-20,unknown,Limerick,265000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2012-12-20,unknown,Wexford,275800.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2012-08-17,unknown,Cavan,100000.0,New Dwelling house /Apartment,38 - 125,August,3
2010-06-23,unknown,Cork,237500.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2020-02-13,unknown,Meath,355000.0,New Dwelling house /Apartment,unknown,February,1
2011-12-20,unknown,Dublin,357500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-11-21,unknown,Meath,259999.0,New Dwelling house /Apartment,>= 125,November,4
2020-10-16,unknown,Cork,92000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-02-24,unknown,Carlow,120000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2020-03-27,unknown,Donegal,225000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2010-11-10,unknown,Donegal,350000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-08-23,dublin 6,Dublin,800000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2016-05-30,unknown,Clare,70000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2010-02-02,unknown,Louth,410000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2015-11-10,unknown,Roscommon,66000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-06-28,unknown,Limerick,23858.0,New Dwelling house /Apartment,< 38,June,2
2010-02-26,unknown,Clare,185000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2016-01-14,unknown,Tipperary,155000.0,New Dwelling house /Apartment,38 - 125,January,1
2019-04-12,unknown,Louth,280000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2019-07-24,unknown,Cork,284000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-11-23,unknown,Tipperary,30000.0,New Dwelling house /Apartment,38 - 125,November,4
2013-09-27,unknown,Kildare,54000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-11-09,unknown,Louth,96000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2020-03-19,dublin 8,Dublin,590000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-04-13,unknown,Wicklow,107000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2016-07-28,dublin 15,Dublin,200000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-05-14,unknown,Galway,230000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2018-05-10,unknown,Kerry,150000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-08-27,unknown,Waterford,171835.0,New Dwelling house /Apartment,38 - 125,August,3
2016-09-30,unknown,Meath,283000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2018-12-06,unknown,Cork,180000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-10-31,unknown,Wexford,185000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2012-08-23,unknown,Louth,75000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-09-09,unknown,Kerry,182500.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2013-03-12,unknown,Dublin,245000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2017-08-21,unknown,Cavan,70000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-11-07,unknown,Kildare,275000.0,New Dwelling house /Apartment,unknown,November,4
2014-07-09,unknown,Donegal,66000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-11-29,unknown,Westmeath,230000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2018-04-16,dublin 7,Dublin,380000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2016-09-21,unknown,Dublin,275000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-01-18,unknown,Cork,167000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2021-03-09,unknown,Cork,207000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-04-15,unknown,Carlow,100000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2019-11-01,unknown,Cork,346175.0,New Dwelling house /Apartment,unknown,November,4
2013-09-10,dublin 16,Dublin,367500.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-03-31,dublin 5,Dublin,423000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-02-21,dublin 9,Dublin,560000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2018-12-13,unknown,Dublin,440000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-02-07,unknown,Westmeath,79000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-08-14,unknown,Limerick,410000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-07-02,dublin 7,Dublin,300000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-07-13,unknown,Donegal,92000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2017-01-26,unknown,Cork,270000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2014-11-25,unknown,Galway,80000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-07-22,unknown,Galway,219000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-05-01,dublin 17,Dublin,150713.0,New Dwelling house /Apartment,38 - 125,May,2
2020-01-24,unknown,Kildare,220000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2014-12-15,unknown,Dublin,307000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-12-20,unknown,Offaly,95000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-04-30,unknown,Leitrim,31212.0,New Dwelling house /Apartment,unknown,April,2
2015-07-30,dublin 14,Dublin,520000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-07-13,unknown,Cork,286000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2019-12-20,unknown,Meath,250000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-04-12,unknown,Cork,362000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2017-12-20,unknown,Meath,200000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-05-20,unknown,Cork,30000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2019-01-24,dublin 16,Dublin,600000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2019-10-09,unknown,Tipperary,80000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2017-05-15,dublin 24,Dublin,337000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2013-05-29,unknown,Kerry,110000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-04-11,dublin 13,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2014-11-20,unknown,Meath,355000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-11-23,unknown,Leitrim,90000.0,New Dwelling house /Apartment,38 - 125,November,4
2011-08-15,unknown,Cork,138000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-10-30,unknown,Mayo,178000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2013-07-18,unknown,Cork,215000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-05-23,unknown,Laois,30000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2020-11-12,unknown,Meath,265000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-01-31,dublin 8,Dublin,680000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2015-06-22,unknown,Roscommon,39000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-08-18,dublin 15,Dublin,265000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-10-16,unknown,Galway,100000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-09-30,unknown,Kerry,175000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-01-14,dublin 10,Dublin,145000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2017-11-17,dublin 6w,Dublin,439999.0,New Dwelling house /Apartment,38 - 125,November,4
2019-06-11,unknown,Cork,170000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2016-11-30,unknown,Galway,457500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-10-19,unknown,Meath,185000.0,New Dwelling house /Apartment,38 - 125,October,4
2016-04-22,unknown,Longford,39000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2011-01-19,unknown,Dublin,525000.0,New Dwelling house /Apartment,< 38,January,1
2021-04-08,unknown,Longford,127500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2021-10-20,unknown,Meath,322999.0,New Dwelling house /Apartment,unknown,October,4
2012-03-23,unknown,Dublin,825000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2015-01-23,dublin 20,Dublin,146550.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2018-02-14,unknown,Wexford,295000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2018-10-30,unknown,Meath,335000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-05-31,unknown,Kerry,365500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-06-23,unknown,Wexford,39725.0,New Dwelling house /Apartment,38 - 125,June,2
2021-11-05,dublin 1,Dublin,220000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2019-12-03,unknown,Laois,275000.0,New Dwelling house /Apartment,unknown,December,4
2013-07-19,unknown,Kildare,152000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-06-08,dublin 6,Dublin,285000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-02-08,dublin 13,Dublin,995000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2018-03-16,dublin 18,Dublin,270000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2020-06-18,unknown,Meath,498999.0,New Dwelling house /Apartment,unknown,June,2
2012-04-25,unknown,Kildare,112000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2012-12-21,unknown,Kildare,85000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-04-12,unknown,Cork,50000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2014-01-10,unknown,Offaly,130000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2013-05-29,unknown,Wicklow,292500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-01-27,dublin 15,Dublin,346175.0,New Dwelling house /Apartment,>= 125,January,1
2020-03-16,dublin 15,Dublin,375000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-10-02,unknown,Dublin,1200000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2014-07-18,unknown,Dublin,316000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-07-30,unknown,Donegal,125000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-05-30,unknown,Clare,70000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2014-12-09,unknown,Galway,76000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2011-04-13,unknown,Dublin,305056.0,New Dwelling house /Apartment,38 - 125,April,2
2015-09-15,dublin 15,Dublin,119000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2021-04-27,unknown,Dublin,515000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2021-12-21,unknown,Mayo,220000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-08-08,unknown,Clare,130000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-03-23,dublin 14,Dublin,785000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2013-09-13,dublin 12,Dublin,168000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-12-01,unknown,Westmeath,210000.0,New Dwelling house /Apartment,unknown,December,4
2019-10-01,unknown,Louth,60000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-08-26,unknown,Kerry,100000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-04-18,unknown,Kerry,180000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2013-07-29,unknown,Dublin,125000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-10-22,unknown,Galway,255000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
