Not_Full_Market_Price,Year_of_Sale,Location,New_Property_VAT_Exclusive,Properties_purchased_each_year,Wealth_in_Ireland,Ireland_Mortgage_Rates,Log_Price
0,2017,Kildare,0,1081,199406.0,0.0344,12.86099861326992
0,2020,Clare,0,917,208098.0,0.0292,12.323855681186558
0,2013,Dublin 16,0,547,162434.0,0.0438,12.515393893085436
0,2012,Tipperary,0,485,152843.0,0.0433,11.320553572322773
0,2016,Dublin 12,0,1006,190618.0,0.0361,13.17115354157376
0,2018,Dublin 18,0,1122,210015.0,0.0321,12.86099861326992
0,2014,Dublin 11,0,847,176960.0,0.042,13.132313708257497
0,2016,Cork,0,1006,190618.0,0.0361,11.589886506106357
0,2021,Wexford,0,1060,212773.0,0.028,12.196022309676673
0,2016,Dublin 11,0,1006,190618.0,0.0361,12.301382825334498
0,2010,Dublin 1,0,413,161348.0,0.0402,11.512925464970229
0,2019,Dublin,0,1154,215555.0,0.0302,13.112313041550827
0,2021,Dublin 16,0,1060,212773.0,0.028,12.706847933442663
0,2018,Donegal,0,1122,210015.0,0.0321,11.407564949312402
0,2020,Limerick,0,917,208098.0,0.0292,12.180754837545884
0,2010,Limerick,1,413,161348.0,0.0402,11.60943628735107
0,2014,Kildare,0,847,176960.0,0.042,12.468436909997665
0,2015,Dublin 10,0,998,180068.0,0.0405,12.013700752882718
1,2019,Longford,0,1154,215555.0,0.0302,11.77528972943772
0,2018,Dublin 22,1,1122,210015.0,0.0321,12.64593918035567
1,2017,Galway,0,1081,199406.0,0.0344,11.652687407345388
0,2020,Carlow,1,917,208098.0,0.0292,12.341804739833414
0,2014,Wicklow,0,847,176960.0,0.042,12.96453929221076
0,2013,Cork,0,547,162434.0,0.0438,12.154779351142624
0,2016,Dublin,0,1006,190618.0,0.0361,13.011431816697048
0,2018,Dublin 6,1,1122,210015.0,0.0321,13.122363377404328
0,2012,Wexford,0,485,152843.0,0.0433,12.2783933071098
0,2014,Dublin 6,0,847,176960.0,0.042,12.886641043883259
0,2019,Dublin 24,0,1154,215555.0,0.0302,12.706847933442663
0,2016,Dublin 13,0,1006,190618.0,0.0361,12.404923504275338
0,2019,Wexford,0,1154,215555.0,0.0302,12.429016176841717
0,2020,Cavan,1,917,208098.0,0.0292,12.295227556841066
0,2015,Cork,0,998,180068.0,0.0405,11.56171562913966
0,2015,Kildare,0,998,180068.0,0.0405,12.441144767709657
0,2020,Meath,0,917,208098.0,0.0292,12.396693005138824
1,2019,Dublin 11,1,1154,215555.0,0.0302,12.809401786833483
0,2017,Dublin 11,0,1081,199406.0,0.0344,12.016726473799254
0,2010,Wicklow,0,413,161348.0,0.0402,13.721199878493033
0,2015,Dublin 6,0,998,180068.0,0.0405,12.793859310432293
0,2013,Cork,0,547,162434.0,0.0438,12.487485104968359
0,2018,Dublin,1,1122,210015.0,0.0321,12.37954264260081
0,2012,Dublin 8,0,485,152843.0,0.0433,11.635143097694478
0,2016,Wicklow,0,1006,190618.0,0.0361,12.203569515312056
0,2019,Galway,1,1154,215555.0,0.0302,12.39816712470207
0,2020,Wicklow,1,917,208098.0,0.0292,12.315697202229712
0,2016,Dublin 15,0,1006,190618.0,0.0361,12.310432660854417
0,2010,Wicklow,0,413,161348.0,0.0402,13.369223455335854
0,2016,Dublin 2,1,1006,190618.0,0.0361,10.819778284410283
1,2012,Galway,0,485,152843.0,0.0433,11.330599908168274
0,2020,Dublin,0,917,208098.0,0.0292,12.54966234992025
0,2014,Mayo,0,847,176960.0,0.042,10.63344870621879
0,2011,Kilkenny,0,357,155962.0,0.0442,11.901583454762012
0,2019,Dublin 9,0,1154,215555.0,0.0302,12.75419405403986
0,2019,Galway,1,1154,215555.0,0.0302,12.708047214018144
0,2015,Cork,0,998,180068.0,0.0405,12.793859310432293
0,2016,Dublin,0,1006,190618.0,0.0361,12.425208175446844
0,2016,Dublin 24,0,1006,190618.0,0.0361,12.034691028774553
0,2021,Dublin,0,1060,212773.0,0.028,13.415032991367148
0,2015,Dublin 11,0,998,180068.0,0.0405,11.925035115797062
0,2019,Limerick,0,1154,215555.0,0.0302,11.487607656985938
1,2010,Tipperary,0,413,161348.0,0.0402,11.346481194332688
0,2011,Kerry,0,357,155962.0,0.0442,11.407564949312402
0,2014,Limerick,0,847,176960.0,0.042,11.918390573078392
0,2019,Cork,0,1154,215555.0,0.0302,12.506177237980511
0,2011,Kildare,0,357,155962.0,0.0442,12.840000466430148
0,2015,Cork,0,998,180068.0,0.0405,12.066810578196666
0,2017,Dublin 17,0,1081,199406.0,0.0344,12.254862809699606
0,2016,Dublin 16,1,1006,190618.0,0.0361,12.68102028300108
0,2016,Dublin 18,0,1006,190618.0,0.0361,12.367340793126296
0,2018,Cork,0,1122,210015.0,0.0321,12.706847933442663
0,2010,Dublin 3,1,413,161348.0,0.0402,14.669925886120343
0,2018,Kildare,1,1122,210015.0,0.0321,12.639055769389373
0,2013,Galway,0,547,162434.0,0.0438,10.126631103850338
1,2019,Kildare,0,1154,215555.0,0.0302,12.367340793126296
1,2017,Dublin 22,0,1081,199406.0,0.0344,12.691580461311874
0,2017,Louth,0,1081,199406.0,0.0344,12.025749091398891
0,2016,Dublin 11,0,1006,190618.0,0.0361,12.691580461311874
0,2011,Waterford,0,357,155962.0,0.0442,12.47035814017556
0,2017,Limerick,0,1081,199406.0,0.0344,11.512925464970229
0,2018,Cork,1,1122,210015.0,0.0321,12.302583558711017
0,2018,Kilkenny,0,1122,210015.0,0.0321,11.820410164718188
0,2019,Dublin 18,0,1154,215555.0,0.0302,12.736700896592344
0,2015,Dublin,1,998,180068.0,0.0405,12.501270404323618
0,2013,Dublin,0,547,162434.0,0.0438,11.571194373094205
0,2018,Dublin 9,0,1122,210015.0,0.0321,12.345834587905333
0,2014,Dublin 18,1,847,176960.0,0.042,12.75630165807093
0,2017,Mayo,1,1081,199406.0,0.0344,11.112447898373103
0,2021,Cork,0,1060,212773.0,0.028,13.102160670086809
0,2018,Dublin 22,0,1122,210015.0,0.0321,12.312682380588432
0,2015,Waterford,0,998,180068.0,0.0405,11.384978450639606
0,2018,Kildare,1,1122,210015.0,0.0321,12.944439337344756
0,2018,Dublin,1,1122,210015.0,0.0321,12.681019972042222
0,2020,Dublin 16,0,917,208098.0,0.0292,13.081541382884074
0,2020,Clare,0,917,208098.0,0.0292,11.332601910838946
0,2019,Cork,0,1154,215555.0,0.0302,11.813030057420567
0,2020,Clare,0,917,208098.0,0.0292,11.03488966402723
0,2018,Cavan,0,1122,210015.0,0.0321,11.350406535472453
0,2015,Kildare,0,998,180068.0,0.0405,11.669929213779893
0,2017,Cork,1,1081,199406.0,0.0344,12.31581454887567
1,2020,Kilkenny,0,917,208098.0,0.0292,11.002099841204238
0,2018,Westmeath,0,1122,210015.0,0.0321,12.254862809699606
0,2019,Galway,0,1154,215555.0,0.0302,11.669929213779893
0,2021,Waterford,0,1060,212773.0,0.028,11.951180395901384
0,2018,Dublin,0,1122,210015.0,0.0321,12.205822614274965
0,2012,Cork,1,485,152843.0,0.0433,11.736069016284437
1,2016,Dublin 11,0,1006,190618.0,0.0361,10.267400191058744
0,2017,Longford,0,1081,199406.0,0.0344,10.736396675471232
0,2012,Carlow,0,485,152843.0,0.0433,12.128111104060462
0,2018,Dublin 9,0,1122,210015.0,0.0321,12.994530005894443
0,2012,Dublin,0,485,152843.0,0.0433,12.736700896592344
0,2012,Wexford,0,485,152843.0,0.0433,10.819778284410283
0,2010,Meath,0,413,161348.0,0.0402,12.013700752882718
0,2012,Cork,0,485,152843.0,0.0433,12.736700896592344
0,2018,Dublin 13,0,1122,210015.0,0.0321,12.873902018105829
0,2016,Laois,0,1006,190618.0,0.0361,12.083905011555967
0,2015,Offaly,0,998,180068.0,0.0405,11.84939770159144
0,2016,Cork,0,1006,190618.0,0.0361,10.596634733096073
0,2019,Dublin 9,0,1154,215555.0,0.0302,13.612169633946245
0,2014,Dublin 3,0,847,176960.0,0.042,12.529966099944527
0,2019,Laois,0,1154,215555.0,0.0302,12.468436909997665
1,2021,Kerry,0,1060,212773.0,0.028,11.84939770159144
0,2017,Dublin,0,1081,199406.0,0.0344,12.594730635321957
0,2018,Limerick,0,1122,210015.0,0.0321,12.141534124392603
0,2017,Dublin,1,1081,199406.0,0.0344,12.587762447693551
0,2015,Donegal,0,998,180068.0,0.0405,11.225243392518447
0,2017,Donegal,0,1081,199406.0,0.0344,12.577636201962656
0,2014,Louth,0,847,176960.0,0.042,12.24288661865289
1,2016,Dublin,0,1006,190618.0,0.0361,11.695247021764184
1,2016,Cork,0,1006,190618.0,0.0361,12.206072645530174
0,2011,Dublin,0,357,155962.0,0.0442,13.997832114758229
0,2019,Cork,0,1154,215555.0,0.0302,12.449018824140563
0,2012,Dublin,0,485,152843.0,0.0433,12.547887726561882
0,2021,Dublin 12,0,1060,212773.0,0.028,13.612169633946245
0,2016,Meath,0,1006,190618.0,0.0361,12.128111104060462
0,2013,Cork,0,547,162434.0,0.0438,11.517913006481267
1,2017,Kerry,0,1081,199406.0,0.0344,11.512925464970229
0,2016,Dublin 11,0,1006,190618.0,0.0361,11.64872696644675
0,2019,Wicklow,0,1154,215555.0,0.0302,12.86747112777554
0,2016,Dublin 18,0,1006,190618.0,0.0361,12.409013489526863
0,2011,Dublin 15,1,357,155962.0,0.0442,12.517694913431189
0,2014,Wicklow,0,847,176960.0,0.042,10.819778284410283
0,2016,Dublin 12,0,1006,190618.0,0.0361,12.328290278254423
0,2018,Carlow,0,1122,210015.0,0.0321,12.154779351142624
0,2012,Dublin,1,485,152843.0,0.0433,11.934414239020539
0,2019,Dublin 7,0,1154,215555.0,0.0302,13.312983737012978
0,2018,Dublin,0,1122,210015.0,0.0321,12.844908825107984
0,2019,Meath,0,1154,215555.0,0.0302,12.676076274775909
0,2015,Wicklow,0,998,180068.0,0.0405,12.959844447906553
0,2021,Kilkenny,0,1060,212773.0,0.028,12.301382825334498
0,2015,Kildare,0,998,180068.0,0.0405,11.759785542901755
0,2020,Dublin,0,917,208098.0,0.0292,13.017002861746503
0,2019,Dublin 11,0,1154,215555.0,0.0302,12.380025952653611
0,2020,Limerick,0,917,208098.0,0.0292,12.190959007720126
0,2019,Wicklow,0,1154,215555.0,0.0302,12.826649133255284
0,2015,Dublin 18,1,998,180068.0,0.0405,13.753635154246187
0,2017,Clare,0,1081,199406.0,0.0344,12.676076274775909
0,2018,Kerry,0,1122,210015.0,0.0321,12.310432660854417
0,2014,Kildare,0,847,176960.0,0.042,12.959844447906553
0,2012,Dublin,0,485,152843.0,0.0433,12.271392111650817
0,2013,Clare,0,547,162434.0,0.0438,11.184421397998193
0,2016,Cork,1,1006,190618.0,0.0361,12.549442467591875
0,2021,Sligo,1,1060,212773.0,0.028,12.524526376648708
0,2014,Dublin 3,0,847,176960.0,0.042,13.956150375763585
0,2020,Cork,0,917,208098.0,0.0292,12.206072645530174
0,2011,Dublin,0,357,155962.0,0.0442,12.542544882151386
0,2012,Kerry,0,485,152843.0,0.0433,12.611537753638338
0,2021,Mayo,0,1060,212773.0,0.028,11.901583454762012
0,2021,Limerick,0,1060,212773.0,0.028,11.982929094215963
0,2021,Meath,0,1060,212773.0,0.028,12.909170156943286
0,2017,Sligo,0,1081,199406.0,0.0344,12.254862809699606
1,2021,Wicklow,0,1060,212773.0,0.028,11.76756768334381
0,2010,Dublin,1,413,161348.0,0.0402,12.468436909997665
0,2015,Limerick,0,998,180068.0,0.0405,11.424094251263613
0,2014,Kildare,0,847,176960.0,0.042,11.77528972943772
0,2015,Cork,0,998,180068.0,0.0405,12.154779351142624
0,2017,Dublin,0,1081,199406.0,0.0344,12.994530005894443
0,2014,Kildare,0,847,176960.0,0.042,11.884489021402711
0,2021,Louth,1,1060,212773.0,0.028,12.411300667857624
0,2011,Cork,0,357,155962.0,0.0442,12.154779351142624
0,2014,Dublin 3,0,847,176960.0,0.042,13.42984807715229
1,2020,Waterford,0,917,208098.0,0.0292,10.896739325546411
0,2018,Mayo,0,1122,210015.0,0.0321,11.461632170582678
0,2015,Meath,1,998,180068.0,0.0405,12.611371073081239
0,2021,Sligo,0,1060,212773.0,0.028,12.072541252905651
0,2016,Dublin,0,1006,190618.0,0.0361,12.676076274775909
0,2010,Monaghan,0,413,161348.0,0.0402,12.66032791780777
0,2017,Tipperary,0,1081,199406.0,0.0344,11.703545824578878
0,2019,Cork,0,1154,215555.0,0.0302,12.911642346088676
0,2012,Cork,0,485,152843.0,0.0433,10.937561320066667
0,2015,Kildare,1,998,180068.0,0.0405,12.564791998240429
0,2021,Dublin 12,0,1060,212773.0,0.028,13.415032991367148
0,2018,Cork,0,1122,210015.0,0.0321,12.345834587905333
0,2014,Dublin,0,847,176960.0,0.042,12.206072645530174
0,2018,Dublin 14,0,1122,210015.0,0.0321,13.304684934198283
0,2017,Wicklow,0,1081,199406.0,0.0344,12.283033686666302
0,2017,Dublin 1,1,1081,199406.0,0.0344,12.618496816426807
0,2020,Dublin 1,0,917,208098.0,0.0292,11.918390573078392
0,2018,Limerick,0,1122,210015.0,0.0321,12.013700752882718
0,2015,Dublin 15,0,998,180068.0,0.0405,12.100712129872347
0,2017,Wicklow,0,1081,199406.0,0.0344,12.994530005894443
0,2021,Wexford,0,1060,212773.0,0.028,12.037653993905211
0,2019,Cavan,0,1154,215555.0,0.0302,12.628067055589549
0,2018,Louth,0,1122,210015.0,0.0321,12.542544882151386
0,2015,Kilkenny,0,998,180068.0,0.0405,12.429216196844383
0,2020,Wexford,0,917,208098.0,0.0292,12.823957341589573
0,2021,Dublin,1,1060,212773.0,0.028,12.890370208479803
0,2017,Galway,0,1081,199406.0,0.0344,12.180754837545884
0,2018,Galway,0,1122,210015.0,0.0321,11.736069016284437
0,2021,Dublin 1,0,1060,212773.0,0.028,11.461632170582678
0,2017,Cork,0,1081,199406.0,0.0344,12.218495165528731
0,2017,Limerick,0,1081,199406.0,0.0344,11.156250521031495
0,2018,Louth,0,1122,210015.0,0.0321,11.918390573078392
0,2019,Dublin 1,0,1154,215555.0,0.0302,12.388394202324129
0,2020,Kildare,0,917,208098.0,0.0292,10.308952660644293
0,2014,Kildare,1,847,176960.0,0.042,11.715866308966918
0,2017,Dublin,1,1081,199406.0,0.0344,12.590031544069548
0,2018,Cork,1,1122,210015.0,0.0321,12.261758030551231
0,2010,Kildare,0,413,161348.0,0.0402,12.345834587905333
0,2011,Wicklow,1,357,155962.0,0.0442,12.708048636552515
0,2020,Clare,0,917,208098.0,0.0292,12.577636201962656
0,2019,Leitrim,0,1154,215555.0,0.0302,11.461632170582678
1,2010,Dublin 12,0,413,161348.0,0.0402,11.289781913656018
0,2013,Laois,0,547,162434.0,0.0438,11.350406535472453
0,2015,Waterford,0,998,180068.0,0.0405,10.596634733096073
0,2014,Kilkenny,0,847,176960.0,0.042,11.289781913656018
1,2015,Sligo,0,998,180068.0,0.0405,11.379394072345706
0,2017,Louth,0,1081,199406.0,0.0344,12.568978139219542
0,2018,Galway,0,1122,210015.0,0.0321,12.089538829274222
0,2011,Mayo,1,357,155962.0,0.0442,12.210468220819001
0,2014,Mayo,0,847,176960.0,0.042,11.205040685200927
0,2015,Cork,0,998,180068.0,0.0405,12.301382825334498
0,2019,Dublin 15,1,1154,215555.0,0.0302,12.760009481556896
0,2018,Dublin 15,0,1122,210015.0,0.0321,12.779873068457553
0,2012,Dublin 6,0,485,152843.0,0.0433,11.79810440720389
0,2019,Westmeath,0,1154,215555.0,0.0302,12.821258284620408
0,2012,Dublin,0,485,152843.0,0.0433,13.151922179645874
0,2015,Kerry,0,998,180068.0,0.0405,11.002099841204238
0,2016,Cork,0,1006,190618.0,0.0361,10.714417768752456
0,2016,Dublin 8,0,1006,190618.0,0.0361,10.645424897265505
1,2020,Donegal,0,917,208098.0,0.0292,10.388995368317829
0,2018,Dublin 15,0,1122,210015.0,0.0321,12.449018824140563
0,2017,Mayo,0,1081,199406.0,0.0344,12.765688433465597
0,2018,Cork,0,1122,210015.0,0.0321,12.542544882151386
1,2017,Laois,1,1081,199406.0,0.0344,11.736069016284437
0,2017,Dublin,1,1081,199406.0,0.0344,13.091040910820743
0,2013,Dublin 15,0,547,162434.0,0.0438,12.144197241812087
0,2018,Westmeath,0,1122,210015.0,0.0321,13.013440970180142
0,2018,Limerick,0,1122,210015.0,0.0321,12.01974306733868
0,2016,Roscommon,0,1006,190618.0,0.0361,11.440354772135393
1,2020,Dublin 7,0,917,208098.0,0.0292,12.254862809699606
0,2010,Laois,0,413,161348.0,0.0402,11.156250521031495
0,2017,Cavan,0,1081,199406.0,0.0344,11.934919875029603
0,2019,Dublin 18,0,1154,215555.0,0.0302,12.66032791780777
0,2016,Dublin 4,0,1006,190618.0,0.0361,12.601487417784837
1,2018,Dublin 10,0,1122,210015.0,0.0321,11.050186742269116
0,2016,Dublin 10,0,1006,190618.0,0.0361,11.350406535472453
0,2019,Cork,0,1154,215555.0,0.0302,11.84939770159144
0,2011,Cork,0,357,155962.0,0.0442,12.388394202324129
0,2021,Dublin,0,1060,212773.0,0.028,13.369223455335854
0,2017,Dublin 8,0,1081,199406.0,0.0344,12.460714863903755
0,2021,Dublin 8,0,1060,212773.0,0.028,12.478006361013815
0,2020,Dublin,0,917,208098.0,0.0292,12.866179972011919
0,2013,Westmeath,0,547,162434.0,0.0438,12.106252310247962
0,2017,Wicklow,0,1081,199406.0,0.0344,12.542544882151386
0,2017,Cork,0,1081,199406.0,0.0344,12.524526376648708
0,2015,Leitrim,1,998,180068.0,0.0405,10.404262840448617
0,2020,Cork,0,917,208098.0,0.0292,12.449018824140563
0,2015,Westmeath,1,998,180068.0,0.0405,11.686399665743908
0,2017,Mayo,0,1081,199406.0,0.0344,11.127262984158243
0,2019,Donegal,0,1154,215555.0,0.0302,11.37366339763672
0,2019,Dublin,0,1154,215555.0,0.0302,13.020330651839178
0,2014,Louth,0,847,176960.0,0.042,11.56171562913966
0,2020,Donegal,0,917,208098.0,0.0292,11.156250521031495
0,2019,Roscommon,0,1154,215555.0,0.0302,11.156250521031495
0,2020,Waterford,0,917,208098.0,0.0292,12.560244459250788
0,2015,Limerick,0,998,180068.0,0.0405,12.292250341771226
0,2010,Dublin 15,0,413,161348.0,0.0402,12.05524975579559
0,2016,Tipperary,0,1006,190618.0,0.0361,11.719939634354555
0,2021,Galway,0,1060,212773.0,0.028,12.367340793126296
0,2019,Clare,0,1154,215555.0,0.0302,11.903953525280624
0,2015,Westmeath,0,998,180068.0,0.0405,11.816726919301892
0,2015,Dublin 11,0,998,180068.0,0.0405,12.128111104060462
0,2016,Wexford,0,1006,190618.0,0.0361,12.449018824140563
0,2017,Dublin 14,0,1081,199406.0,0.0344,13.304684934198283
0,2020,Kerry,0,917,208098.0,0.0292,12.594730635321957
0,2019,Cork,0,1154,215555.0,0.0302,12.487485104968359
0,2018,Tipperary,0,1122,210015.0,0.0321,11.964001084330445
0,2011,Limerick,0,357,155962.0,0.0442,12.628067055589549
0,2017,Kildare,0,1081,199406.0,0.0344,11.512925464970229
0,2020,Dublin 5,0,917,208098.0,0.0292,12.948009990259552
0,2016,Galway,0,1006,190618.0,0.0361,11.225243392518447
0,2011,Dublin,0,357,155962.0,0.0442,13.652991628466498
0,2016,Galway,1,1006,190618.0,0.0361,11.002099841204238
0,2012,Dublin,0,485,152843.0,0.0433,12.66032791780777
0,2021,Cork,0,1060,212773.0,0.028,12.996119650830078
0,2019,Westmeath,0,1154,215555.0,0.0302,12.206067645517674
0,2020,Dublin 1,0,917,208098.0,0.0292,13.9108207377686
0,2017,Dublin,0,1081,199406.0,0.0344,12.751299696013497
0,2014,Kildare,0,847,176960.0,0.042,13.664687668229691
0,2020,Wexford,0,917,208098.0,0.0292,12.337100907936577
0,2015,Dublin 8,0,998,180068.0,0.0405,12.400816722322686
0,2015,Dublin 15,0,998,180068.0,0.0405,12.58621994565405
0,2015,Galway,1,998,180068.0,0.0405,11.499621457826008
0,2014,Offaly,0,847,176960.0,0.042,11.678439903447801
0,2015,Clare,0,998,180068.0,0.0405,12.083905011555967
0,2015,Dublin,0,998,180068.0,0.0405,12.115496741336942
0,2018,Dublin 15,1,1122,210015.0,0.0321,13.05400102138643
0,2011,Clare,0,357,155962.0,0.0442,11.918390573078392
0,2010,Dublin,0,413,161348.0,0.0402,12.506177237980511
0,2015,Dublin 11,0,998,180068.0,0.0405,12.128111104060462
0,2015,Galway,0,998,180068.0,0.0405,12.793859310432293
0,2014,Sligo,0,847,176960.0,0.042,11.41971308324805
0,2020,Dublin 1,0,917,208098.0,0.0292,12.691580461311874
1,2020,Carlow,0,917,208098.0,0.0292,10.841637618763176
0,2016,Meath,1,1006,190618.0,0.0361,11.225243392518447
0,2016,Kildare,1,1006,190618.0,0.0361,11.320553572322773
0,2014,Wicklow,0,847,176960.0,0.042,13.38472764187182
0,2010,Dublin,1,413,161348.0,0.0402,11.774905040069637
0,2020,Kildare,0,917,208098.0,0.0292,11.982929094215963
0,2021,Clare,0,1060,212773.0,0.028,12.66032791780777
0,2013,Mayo,0,547,162434.0,0.0438,9.903487552536127
0,2012,Cork,0,485,152843.0,0.0433,13.279367126213993
0,2019,Dublin,0,1154,215555.0,0.0302,12.70076888736628
0,2010,Mayo,0,413,161348.0,0.0402,12.409013489526863
0,2013,Kildare,1,547,162434.0,0.0438,12.434203738355423
0,2011,Dublin 5,0,357,155962.0,0.0442,13.190022025878143
0,2018,Limerick,0,1122,210015.0,0.0321,12.013700752882718
0,2021,Dublin 8,0,1060,212773.0,0.028,12.206072645530174
0,2019,Cork,0,1154,215555.0,0.0302,12.106252310247962
0,2014,Wicklow,0,847,176960.0,0.042,12.706847933442663
0,2019,Kerry,0,1154,215555.0,0.0302,12.043553716032399
0,2016,Meath,0,1006,190618.0,0.0361,12.57418196709457
0,2020,Cork,0,917,208098.0,0.0292,12.230765258120545
0,2016,Wicklow,1,1006,190618.0,0.0361,11.992260421644849
0,2012,Sligo,0,485,152843.0,0.0433,11.77528972943772
0,2014,Dublin 3,1,847,176960.0,0.042,11.51207510351539
0,2018,Dublin 9,0,1122,210015.0,0.0321,13.270783382522602
0,2018,Tipperary,0,1122,210015.0,0.0321,11.104957226643945
0,2020,Dublin,0,917,208098.0,0.0292,12.218495165528731
0,2015,Sligo,0,998,180068.0,0.0405,11.225243392518447
0,2021,Kildare,0,1060,212773.0,0.028,12.66349749256905
0,2015,Dublin,0,998,180068.0,0.0405,11.571194373094205
0,2012,Westmeath,0,485,152843.0,0.0433,11.608235644774552
0,2013,Dublin 6w,0,547,162434.0,0.0438,12.796633237315017
0,2019,Dublin 18,0,1154,215555.0,0.0302,13.369223455335854
0,2019,Meath,0,1154,215555.0,0.0302,12.611537753638338
0,2014,Cork,0,847,176960.0,0.042,12.834681304952548
0,2013,Galway,0,547,162434.0,0.0438,10.596634733096073
0,2017,Meath,0,1081,199406.0,0.0344,12.814478597635029
0,2019,Donegal,0,1154,215555.0,0.0302,11.951180395901384
0,2020,Tipperary,0,917,208098.0,0.0292,12.162643087602838
0,2018,Dublin 11,0,1122,210015.0,0.0321,12.206072645530174
0,2016,Cork,0,1006,190618.0,0.0361,12.594730635321957
0,2011,Kildare,0,357,155962.0,0.0442,11.512925464970229
0,2018,Roscommon,0,1122,210015.0,0.0321,9.210340371976184
0,2020,Limerick,0,917,208098.0,0.0292,12.487485104968359
0,2021,Dublin 9,0,1060,212773.0,0.028,12.429216196844383
0,2014,Dublin 18,1,847,176960.0,0.042,13.002978309178767
0,2020,Roscommon,0,917,208098.0,0.0292,10.819778284410283
0,2019,Meath,0,1154,215555.0,0.0302,12.211060187041213
0,2019,Meath,1,1154,215555.0,0.0302,12.610070010363303
0,2018,Tipperary,0,1122,210015.0,0.0321,11.082142548877775
0,2016,Mayo,0,1006,190618.0,0.0361,10.657259354912508
0,2016,Dublin 11,0,1006,190618.0,0.0361,12.697715449879391
0,2017,Louth,0,1081,199406.0,0.0344,12.216022976383341
0,2015,Wicklow,0,998,180068.0,0.0405,13.304684934198283
0,2012,Dublin,0,485,152843.0,0.0433,12.301382825334498
0,2016,Kildare,0,1006,190618.0,0.0361,12.154779351142624
0,2018,Clare,0,1122,210015.0,0.0321,11.512925464970229
0,2012,Dublin,0,485,152843.0,0.0433,12.736700896592344
1,2019,Louth,0,1154,215555.0,0.0302,9.42641902556827
0,2020,Galway,0,917,208098.0,0.0292,10.714417768752456
0,2015,Dublin,0,998,180068.0,0.0405,12.468436909997665
0,2020,Mayo,0,917,208098.0,0.0292,13.180632285528304
0,2015,Dublin 8,0,998,180068.0,0.0405,11.652687407345388
0,2021,Cork,1,1060,212773.0,0.028,12.501434378754544
0,2018,Wexford,0,1122,210015.0,0.0321,13.497369278027785
1,2021,Cork,0,1060,212773.0,0.028,12.072541252905651
0,2020,Donegal,0,917,208098.0,0.0292,11.002099841204238
0,2016,Limerick,0,1006,190618.0,0.0361,11.957611286231675
0,2019,Kildare,1,1154,215555.0,0.0302,11.962904942385036
0,2010,Cork,1,413,161348.0,0.0402,12.302586645906212
0,2016,Leitrim,0,1006,190618.0,0.0361,11.127262984158243
0,2021,Meath,0,1060,212773.0,0.028,11.695247021764184
0,2017,Offaly,0,1081,199406.0,0.0344,12.206072645530174
0,2019,Dublin,1,1154,215555.0,0.0302,12.791163541220486
0,2016,Waterford,0,1006,190618.0,0.0361,9.998797732340453
0,2016,Kildare,0,1006,190618.0,0.0361,11.512925464970229
0,2019,Offaly,0,1154,215555.0,0.0302,12.180754837545884
0,2015,Cavan,0,998,180068.0,0.0405,11.238488619268468
0,2016,Dublin 22,0,1006,190618.0,0.0361,12.367340793126296
0,2014,Westmeath,0,847,176960.0,0.042,11.944707881395766
0,2020,Galway,0,917,208098.0,0.0292,12.542544882151386
0,2019,Roscommon,0,1154,215555.0,0.0302,12.111761966058932
0,2010,Dublin 12,0,413,161348.0,0.0402,12.644327576461329
0,2013,Roscommon,0,547,162434.0,0.0438,11.002099841204238
0,2014,Waterford,0,847,176960.0,0.042,11.589886506106357
0,2020,Dublin 22,0,917,208098.0,0.0292,12.429216196844383
0,2013,Wexford,0,547,162434.0,0.0438,11.736069016284437
0,2021,Dublin 9,0,1060,212773.0,0.028,13.710150042306449
0,2021,Dublin 15,0,1060,212773.0,0.028,12.388394202324129
0,2013,Dublin,0,547,162434.0,0.0438,12.614865543731012
0,2014,Dublin 5,0,847,176960.0,0.042,12.759957758756611
0,2012,Cork,0,485,152843.0,0.0433,12.427214194173711
0,2021,Wexford,0,1060,212773.0,0.028,10.49819466028282
0,2015,Roscommon,0,998,180068.0,0.0405,10.87804719253426
0,2015,Dublin,0,998,180068.0,0.0405,13.194684038983954
0,2013,Limerick,0,547,162434.0,0.0438,11.84939770159144
0,2017,Cavan,0,1081,199406.0,0.0344,13.62918097977278
0,2021,Dublin,0,1060,212773.0,0.028,12.834681304952548
0,2021,Kildare,0,1060,212773.0,0.028,11.156250521031495
0,2010,Meath,0,413,161348.0,0.0402,11.461632170582678
0,2019,Kerry,0,1154,215555.0,0.0302,12.345834587905333
0,2020,Dublin 7,0,917,208098.0,0.0292,12.948009990259552
0,2013,Limerick,0,547,162434.0,0.0438,11.661345470088502
0,2019,Dublin 5,0,1154,215555.0,0.0302,12.211060187041213
0,2019,Cork,0,1154,215555.0,0.0302,10.43900559377052
0,2020,Cork,0,917,208098.0,0.0292,12.89921982609012
0,2020,Cork,0,917,208098.0,0.0292,11.695247021764184
0,2015,Cavan,0,998,180068.0,0.0405,11.608235644774552
0,2015,Wicklow,0,998,180068.0,0.0405,12.419165860990882
0,2014,Roscommon,0,847,176960.0,0.042,10.448714603019452
0,2016,Dublin 8,0,1006,190618.0,0.0361,12.396693005138824
0,2013,Kerry,0,547,162434.0,0.0438,11.643953727376633
0,2010,Dublin,0,413,161348.0,0.0402,13.142166004700508
